NCES School ID,State School ID,NCES District ID,State District ID,Low Grade,High Grade,School Name,District,County,Street Address,City,State,ZIP,ZIP 4-digit,Phone,Locale Code,Locale,Charter,Title I School,Title 1 School Wide,Student Teacher Ratio,Free Lunch,Reduced Lunch
5.3E+11,WA-10070-2603,5300002,WA-10070,9,12,Inchelium High School,Inchelium School District,Ferry,1 Hornet Avenue,Inchelium,WA,99138,,(509)722-6181,43,Rural: Remote,No,Yes,Yes,8.6,42,9
5.3E+11,WA-10070-4214,5300002,WA-10070,6,8,Inchelium Middle School,Inchelium School District,Ferry,1 Hornet Avenue,Inchelium,WA,99138,,(509)722-6181,43,Rural: Remote,No,Yes,Yes,14.1,27,8
5.3E+11,WA-10070-4215,5300002,WA-10070,KG,5,Inchelium Elementary School,Inchelium School District,Ferry,2 Hornet Avenue,Inchelium,WA,99138,,(509)722-6181,43,Rural: Remote,No,Yes,No,12.3,63,23
5.3E+11,WA-08458-2913,5300003,WA-08458,KG,5,Carrolls Elementary,Kelso School District,Cowlitz,PO Box 3,Carrolls,WA,98609,,(360)501-1380,41,Rural: Fringe,No,Yes,Yes,18.3,25,14
5.3E+11,WA-08458-3323,5300003,WA-08458,KG,5,Barnes Elementary,Kelso School District,Cowlitz,401 Barnes,Kelso,WA,98626,,(360)501-1500,23,Suburb: Small,No,Yes,Yes,18,267,32
5.3E+11,WA-08458-3578,5300003,WA-08458,KG,5,Beacon Hill Elementary,Kelso School District,Cowlitz,257 Alpha Dr,Longview,WA,98632,,(360)501-1450,23,Suburb: Small,No,Yes,Yes,19.3,240,46
5.3E+11,WA-08458-3082,5300003,WA-08458,KG,5,Butler Acres Elementary,Kelso School District,Cowlitz,1609 Burcham St,Kelso,WA,98626,,(360)501-1600,23,Suburb: Small,No,Yes,Yes,18.4,142,34
5.3E+11,WA-08458-2691,5300003,WA-08458,KG,5,Catlin Elementary,Kelso School District,Cowlitz,404 Long Ave.,Kelso,WA,98626,,(360)501-1550,23,Suburb: Small,No,Yes,Yes,17.8,220,24
5.3E+11,WA-08458-3322,5300003,WA-08458,6,8,Coweeman Middle School,Kelso School District,Cowlitz,2000 Allen St,Kelso,WA,98626,,(360)501-1750,23,Suburb: Small,No,No,,20.1,230,33
5.3E+11,WA-08458-2916,5300003,WA-08458,6,8,Huntington Middle School,Kelso School District,Cowlitz,500 Redpath,Kelso,WA,98626,,(360)501-1700,23,Suburb: Small,No,No,,18.2,283,46
5.3E+11,WA-08458-2266,5300003,WA-08458,9,12,Kelso High School,Kelso School District,Cowlitz,1904 Allen St,Kelso,WA,98626,,(360)501-1801,23,Suburb: Small,No,Yes,Yes,21.4,645,109
5.3E+11,WA-08458-2596,5300003,WA-08458,KG,5,Rose Valley Elementary,Kelso School District,Cowlitz,1502 Rose Valley Rd,Kelso,WA,98626,,(360)501-1400,41,Rural: Fringe,No,No,,16,31,15
5.3E+11,WA-08458-2624,5300003,WA-08458,KG,5,Wallace Elementary,Kelso School District,Cowlitz,410 Elm St,Kelso,WA,98626,,(360)501-1650,23,Suburb: Small,No,Yes,Yes,16.2,319,17
5.3E+11,WA-08458-5076,5300003,WA-08458,PK,12,Special Education,Kelso School District,Cowlitz,601 Crawford St,Kelso,WA,98626,,(360)501-1904,23,Suburb: Small,No,Yes,Yes,,4,0
5.3E+11,WA-08458-1934,5300003,WA-08458,9,12,Loowit High School,Kelso School District,Cowlitz,2001 Allen St,Kelso,WA,98626,,(360)501-1951,23,Suburb: Small,No,Yes,Yes,,23,3
5.3E+11,WA-08458-5194,5300003,WA-08458,8,12,Kelso Virtual Academy,Kelso School District,Cowlitz,601 Crawford St,Kelso,WA,98626,,(360)501-1905,23,Suburb: Small,No,Yes,Yes,,16,3
5.30001E+11,WA-06801-3294,5300005,WA-06801,6,12,Cowlitz County Youth Services Center,Educational Service District 112,Cowlitz,1725 1ST AVE,Longview,WA,98632,3274,(360)577-3100,13,City: Small,No,No,,,,
5.30001E+11,WA-06801-5290,5300005,WA-06801,3,12,Clark County Juvenile Detention School,Educational Service District 112,Clark,PO Box 5000,Vancouver,WA,98660,,(360)397-2201,12,City: Midsize,No,No,,,0,0
5.30001E+11,WA-06801-5398,5300005,WA-06801,9,12,ESD 112 Open Doors Reengagement,Educational Service District 112,Clark,2500 NE 65th Avenue,Vancouver,WA,98661,,(360)750-7500,12,City: Midsize,No,No,,,0,0
5.30001E+11,WA-18801-3143,5300007,WA-18801,8,12,Clallam Co Juvenile Detention,Olympic Educational Service District 114,Clallam,1912 W 18TH ST,PORT ANGELES,WA,98363,5121,(360)417-2282,33,Town: Remote,No,No,,,7,0
5.30001E+11,WA-18801-3481,5300007,WA-18801,8,12,Kitsap Co Detention Ctr,Olympic Educational Service District 114,Kitsap,1338 SW OLD CLIFTON RD,PORT ORCHARD,WA,98366,9113,(360)337-5401,22,Suburb: Midsize,No,No,,,13,0
5.30001E+11,WA-29801-2601,5300008,WA-29801,6,12,Snohomish Detention Center,Northwest Educational Service District 189,Snohomish,2801 10th Street,Everett,WA,98201,,(425)388-7822,12,City: Midsize,No,No,,,,
5.30001E+11,WA-29801-1811,5300008,WA-29801,6,12,Pass Program,Northwest Educational Service District 189,Snohomish,2731 10th St. Suite 106,Everett,WA,98201,1413,(425)388-7877,12,City: Midsize,No,,,,0,0
5.30001E+11,WA-29801-3363,5300008,WA-29801,8,12,Skagit County Detention Center,Northwest Educational Service District 189,Skagit,605 3RD ST,MOUNT VERNON,WA,98273,3867,(360)336-9360,13,City: Small,No,No,,,,
5.30001E+11,WA-29801-3420,5300008,WA-29801,8,12,Whatcom Co Detention Ctr,Northwest Educational Service District 189,Whatcom,311 GRAND AVE 6TH FL,BELLINGHAM,WA,98225,4046,(360)676-6707,13,City: Small,No,No,,,0,0
5.30001E+11,WA-29801-5501,5300008,WA-29801,9,12,Open Doors - Youth Reengagement Program,Northwest Educational Service District 189,,1601 R Avenue,Anacortes,WA,98221,2276,(360)299-4010,,,No,,,,,
5.30001E+11,WA-32801-3352,5300010,WA-32801,8,12,Martin Hall Detention Ctr,Educational Service District 101,Spokane,201 S. Pine St.,Medical Lake,WA,99022,128,(509)299-7733,31,Town: Fringe,No,No,,,26,0
5.30001E+11,WA-32801-3507,5300010,WA-32801,8,12,Structural Alt Confinement School,Educational Service District 101,Spokane,1208 W. Mallen St.,Spokane,WA,99205,320,(509)447-2451,12,City: Midsize,No,No,,,13,0
5.30001E+11,WA-32801-3526,5300010,WA-32801,6,12,Spokane Juvenile Detention School,Educational Service District 101,Spokane,1208 Mallen St.,Spokane,WA,99205,128,(509)447-2451,12,City: Midsize,No,No,,,25,0
5.30001E+11,WA-32801-5434,5300010,WA-32801,11,12,NEWESD 101 Open Doors,Educational Service District 101,,901 E. 2nd Avenue Suite 100,Spokane,WA,99202,,(509)340-7800,,,No,,,,,
5.30001E+11,WA-34801-5305,5300011,WA-34801,11,13,GRAVITY High School,Capital Region ESD 113,Thurston,6005 Tyee Dr. SW,Tumwater,WA,98512,,(360)426-1200,13,City: Small,No,No,,,0,0
5.30001E+11,WA-11801-3358,5300012,WA-11801,8,12,Walla Walla County Juvenile Detention,Educational Service District 123,Walla Walla,455 W. Rose Street,WALLA WALLA,WA,99362,,(509)527-3275,13,City: Small,No,,,,0,0
5.30001E+11,WA-11801-5403,5300012,WA-11801,9,12,Ugrad ? ESD123 Re-Engagement Program,Educational Service District 123,Franklin,3918 West Court Street,Pasco,WA,99301,,(509)544-5700,22,Suburb: Midsize,No,,,,0,0
5.30001E+11,WA-27931-5950,5300014,WA-27931,9,12,Bates Technical High School,Bates Technical College,Pierce,1101 South Yakima Avenue,Tacoma,WA,98405,4895,(253)680-7584,12,City: Midsize,No,No,,,0,0
5.30001E+11,WA-27931-5431,5300014,WA-27931,9,12,Bates Technical College - Open Doors,Bates Technical College,,1101 South Yakima Ave.,Tacoma,WA,98405,,(253)680-7415,,,No,,,,,
5.30002E+11,WA-34975-4246,5300015,WA-34975,PK,12,Washington State School for the Deaf,WA State Center for Childhood Deafness and Hearing Loss,Clark,611 Grand Blvd,Vancouver,WA,98661,4918,(360)418-0401,12,City: Midsize,No,No,,,45,5
5.30002E+11,WA-21926-3598,5300016,WA-21926,8,12,Garrett Heyns High School,Centralia College,Mason,P.O. Box 900,Shelton,WA,98584,,(360)426-4433,32,Town: Distant,No,,,,0,0
5.30002E+11,WA-27932-5951,5300017,WA-27932,9,12,Northwest Career and Technical High School,Clover Park Technical College,Pierce,4500 Steilacoom Blvd SW,Lakewood,WA,98499,4098,(253)589-5800,13,City: Small,No,No,,,0,0
5.30003E+11,WA-14005-2834,5300030,WA-14005,PK,6,A J West Elementary,Aberdeen School District,Grays Harbor,1801 Bay Ave.,Aberdeen,WA,98520,5510,(360)538-2131,33,Town: Remote,No,Yes,Yes,15.9,292,10
5.30003E+11,WA-14005-3857,5300030,WA-14005,9,12,Harbor High School,Aberdeen School District,Grays Harbor,300 N. Williams,Aberdeen,WA,98520,5510,(360)538-2189,33,Town: Remote,No,No,,17.7,86,6
5.30003E+11,WA-14005-3216,5300030,WA-14005,KG,6,Central Park Elementary,Aberdeen School District,Grays Harbor,601 School Road,Aberdeen,WA,98520,7999,(360)538-2171,33,Town: Remote,No,Yes,Yes,17.5,57,15
5.30003E+11,WA-14005-3476,5300030,WA-14005,9,12,J M Weatherwax High School,Aberdeen School District,Grays Harbor,410 North G Street,Aberdeen,WA,98520,,(360)538-2043,33,Town: Remote,No,Yes,Yes,17.9,481,79
5.30003E+11,WA-14005-2449,5300030,WA-14005,KG,6,McDermoth Elementary,Aberdeen School District,Grays Harbor,409 North K St,Aberdeen,WA,98520,3928,(360)538-2121,33,Town: Remote,No,Yes,No,16.4,198,36
5.30003E+11,WA-14005-2305,5300030,WA-14005,7,8,Miller Junior High,Aberdeen School District,Grays Harbor,100 E Lindstrom,Aberdeen,WA,98520,8699,(360)538-2100,33,Town: Remote,No,Yes,No,18.7,276,46
5.30003E+11,WA-14005-2763,5300030,WA-14005,PK,6,Robert Gray Elementary,Aberdeen School District,Grays Harbor,1516 North B St,Aberdeen,WA,98520,2099,(360)538-2140,33,Town: Remote,No,Yes,Yes,17.2,240,3
5.30003E+11,WA-14005-2971,5300030,WA-14005,PK,6,Stevens Elementary School,Aberdeen School District,Grays Harbor,301 S. Farragut,Aberdeen,WA,98520,8499,(360)538-2150,33,Town: Remote,No,Yes,Yes,16.7,333,11
5.30003E+11,WA-14005-4267,5300030,WA-14005,6,12,Grays Harbor Juvenile Detention,Aberdeen School District,Grays Harbor,103 Junction City Rd.,Aberdeen,WA,98520,5622,(360)538-2189,33,Town: Remote,No,No,,9.5,6,0
5.30003E+11,WA-14005-3154,5300030,WA-14005,PK,PK,Hopkins Elementary,Aberdeen School District,Grays Harbor,1313 Pacific,Aberdeen,WA,98520,5510,(360)538-2190,33,Town: Remote,No,No,,7.5,34,0
5.30003E+11,WA-14005-5208,5300030,WA-14005,9,12,Twin Harbors - A Branch of New Market Skills Center,Aberdeen School District,Grays Harbor,410 North G Street,Aberdeen,WA,98520,,(360)538-2040,33,Town: Remote,No,No,,,,
5.30006E+11,WA-21226-2227,5300060,WA-21226,PK,5,Adna Elementary School,Adna School District,Lewis,P.O. Box 28,Adna,WA,98522,28,(360)748-7029,42,Rural: Distant,No,No,,16.6,67,12
5.30006E+11,WA-21226-2441,5300060,WA-21226,6,12,Adna Middle/High School,Adna School District,Lewis,P.O. Box 148,Adna,WA,98522,148,(360)748-8552,42,Rural: Distant,No,No,,19.6,86,24
5.30009E+11,WA-22017-2860,5300090,WA-22017,KG,8,Almira Elementary School,Almira School District,Lincoln,PO BOX 217,ALMIRA,WA,99103,217,(509)639-2414,43,Rural: Remote,No,Yes,Yes,11.5,27,12
5.30015E+11,WA-29103-2707,5300150,WA-29103,6,8,Anacortes Middle School,Anacortes School District,Skagit,2202 M Avenue,Anacortes,WA,98221,3799,(360)293-1230,31,Town: Fringe,No,No,,22.3,121,25
5.30015E+11,WA-29103-2467,5300150,WA-29103,9,12,Anacortes High School,Anacortes School District,Skagit,1600 20th Street,Anacortes,WA,98221,2396,(360)293-2166,31,Town: Fringe,No,No,,21.8,162,53
5.30015E+11,WA-29103-3182,5300150,WA-29103,KG,5,Fidalgo Elementary,Anacortes School District,Skagit,13590 Gibralter Road,Anacortes,WA,98221,9699,(360)293-9545,41,Rural: Fringe,No,No,,20,116,13
5.30015E+11,WA-29103-3252,5300150,WA-29103,KG,5,Island View Elementary,Anacortes School District,Skagit,2501 J Avenue,Anacortes,WA,98221,2799,(360)293-3149,31,Town: Fringe,No,No,,18.8,140,28
5.30015E+11,WA-29103-3057,5300150,WA-29103,KG,5,Mount Erie Elementary,Anacortes School District,Skagit,1313 41st Street,Anacortes,WA,98221,3599,(360)293-9541,31,Town: Fringe,No,Yes,Yes,22.5,121,30
5.30015E+11,WA-29103-3404,5300150,WA-29103,PK,KG,Whitney Elementary Anacortes,Anacortes School District,Skagit,1200 M Avenue,Anacortes,WA,98221,,(360)293-9536,31,Town: Fringe,No,Yes,Yes,19.8,20,3
5.30015E+11,WA-29103-5176,5300150,WA-29103,9,12,Cap Sante High School,Anacortes School District,Skagit,1600 20th Street,Anacortes,WA,98221,,(360)293-1225,31,Town: Fringe,No,No,,30,33,3
5.30024E+11,WA-31016-2523,5300240,WA-31016,9,12,Arlington High School,Arlington School District,Snohomish,18821 Crown Ridge Blvd,Arlington,WA,98223,4015,(360)618-6300,22,Suburb: Midsize,No,No,,22.8,370,77
5.30024E+11,WA-31016-3124,5300240,WA-31016,6,8,Post Middle School,Arlington School District,Snohomish,1220 E. 5th St,Arlington,WA,98223,1119,(360)618-6450,22,Suburb: Midsize,No,Yes,Yes,19.9,204,40
5.30024E+11,WA-31016-4436,5300240,WA-31016,KG,5,Kent Prairie Elementary,Arlington School District,Snohomish,8110 207th St NE,Arlington,WA,98223,5933,(360)618-6260,22,Suburb: Midsize,No,Yes,Yes,18.1,246,24
5.30024E+11,WA-31016-4154,5300240,WA-31016,PK,5,Presidents Elementary,Arlington School District,Snohomish,505 East Third,Arlington,WA,98223,,(360)618-6240,22,Suburb: Midsize,No,No,,17.5,171,41
5.30024E+11,WA-31016-4287,5300240,WA-31016,9,12,Weston High School,Arlington School District,Snohomish,4407 172nd Street NE,Arlington,WA,98223,,(360)618-6340,22,Suburb: Midsize,No,No,,14.1,52,6
5.30024E+11,WA-31016-4327,5300240,WA-31016,KG,5,Eagle Creek Elementary,Arlington School District,Snohomish,1216 E 5th,Arlington,WA,98223,1119,(360)618-6270,22,Suburb: Midsize,No,Yes,Yes,18.4,230,46
5.30024E+11,WA-31016-1714,5300240,WA-31016,KG,12,Stillaguamish School,Arlington School District,Snohomish,1215 E 5th,Arlington,WA,98223,1118,(360)618-6440,22,Suburb: Midsize,No,No,,39.1,31,5
5.30024E+11,WA-31016-4573,5300240,WA-31016,KG,5,Pioneer Elementary,Arlington School District,Snohomish,8213 Eaglefield Dr,Arlington,WA,98223,4660,(360)474-8750,22,Suburb: Midsize,No,No,,19.5,150,29
5.30024E+11,WA-31016-5010,5300240,WA-31016,6,8,Haller Middle School,Arlington School District,Snohomish,600 E. First,Arlington,WA,98223,,(360)618-6400,22,Suburb: Midsize,No,No,,20.2,169,38
5.30024E+11,WA-31016-2277,5300240,WA-31016,PK,12,Arlington Special Educ School,Arlington School District,Snohomish,315 N French Ave,Arlington,WA,98223,,(360)618-6200,22,Suburb: Midsize,No,Yes,Yes,,10,0
5.30024E+11,WA-31016-5495,5300240,WA-31016,9,12,Arlington Open Doors,Arlington School District,,4407 172nd ST NE,Arlington,WA,98223,,(360)618-6203,,,No,,,,,
5.30028E+11,WA-02420-2507,5300280,WA-02420,PK,5,Asotin Elementary,Asotin-Anatone School District,Asotin,PO Box 489,ASOTIN,WA,99402,,(509)243-4147,23,Suburb: Small,No,Yes,Yes,10.3,80,21
5.30028E+11,WA-02420-2434,5300280,WA-02420,6,12,Asotin Jr Sr High,Asotin-Anatone School District,Asotin,PO BOX 489,ASOTIN,WA,99402,,(509)243-4151,23,Suburb: Small,No,No,,34.7,83,28
5.3003E+11,WA-17408-3825,5300300,WA-17408,PK,5,Alpac Elementary School,Auburn School District,King,310 MILWAUKEE BLVD N,PACIFIC,WA,98047,1122,(253)931-4976,21,Suburb: Large,No,Yes,Yes,17.3,276,69
5.3003E+11,WA-17408-2702,5300300,WA-17408,9,12,West Auburn Senior High School,Auburn School District,King,401 W MAIN ST,AUBURN,WA,98001,5275,(253)931-4990,13,City: Small,No,No,,14.3,144,15
5.3003E+11,WA-17408-2795,5300300,WA-17408,9,12,Auburn Senior High School,Auburn School District,King,711 E MAIN ST,AUBURN,WA,98002,5601,(253)931-4880,13,City: Small,No,Yes,Yes,19.6,844,143
5.3003E+11,WA-17408-2394,5300300,WA-17408,6,8,Cascade Middle School,Auburn School District,King,1015 24TH ST NE,AUBURN,WA,98002,2430,(253)931-4995,13,City: Small,No,No,,19.2,401,86
5.3003E+11,WA-17408-3439,5300300,WA-17408,PK,5,Chinook Elementary School,Auburn School District,King,3502 AUBURN WAY S,AUBURN,WA,98092,7221,(253)931-4980,13,City: Small,No,No,,16.2,285,47
5.3003E+11,WA-17408-3745,5300300,WA-17408,KG,5,Evergreen Heights Elementary,Auburn School District,King,5602 S 316TH ST,AUBURN,WA,98001,3822,(253)931-4974,13,City: Small,No,No,,16.2,200,56
5.3003E+11,WA-17408-3525,5300300,WA-17408,PK,5,Lea Hill Elementary School,Auburn School District,King,30908 124TH AVE SE,AUBURN,WA,98092,3154,(253)931-4982,13,City: Small,No,No,,15.2,231,26
5.3003E+11,WA-17408-2932,5300300,WA-17408,PK,5,Dick Scobee Elementary School,Auburn School District,King,1031 14TH ST NE,AUBURN,WA,98002,3314,(253)931-4984,13,City: Small,No,Yes,Yes,15.6,347,67
5.3003E+11,WA-17408-3169,5300300,WA-17408,6,8,Olympic Middle School,Auburn School District,King,1825 K ST SE,AUBURN,WA,98002,6914,(253)931-4966,13,City: Small,No,Yes,Yes,18.5,474,73
5.3003E+11,WA-17408-3227,5300300,WA-17408,PK,5,Pioneer Elementary School,Auburn School District,King,2301 M ST SE,AUBURN,WA,98002,7627,(253)931-4986,13,City: Small,No,Yes,Yes,17.6,365,43
5.3003E+11,WA-17408-3669,5300300,WA-17408,PK,5,Gildo Rey Elementary School,Auburn School District,King,1005 37TH ST SE,AUBURN,WA,98002,8710,(253)931-4952,13,City: Small,No,Yes,Yes,16.9,395,80
5.3003E+11,WA-17408-2659,5300300,WA-17408,KG,5,Terminal Park Elementary School,Auburn School District,King,1101 D ST SE,AUBURN,WA,98002,6013,(253)931-4978,13,City: Small,No,Yes,Yes,15.8,273,41
5.3003E+11,WA-17408-2326,5300300,WA-17408,KG,5,Washington Elementary School,Auburn School District,King,20 E ST NE,AUBURN,WA,98002,5501,(253)931-4988,13,City: Small,No,Yes,Yes,15.8,342,47
5.3003E+11,WA-17408-4417,5300300,WA-17408,KG,5,Ilalko Elementary School,Auburn School District,King,301 ORAVETZ PL SE,AUBURN,WA,98092,8601,(253)931-4748,13,City: Small,No,Yes,Yes,17.6,271,57
5.3003E+11,WA-17408-4462,5300300,WA-17408,6,8,Mt Baker Middle School,Auburn School District,King,620 37TH ST SE,AUBURN,WA,98002,8011,(253)804-4555,13,City: Small,No,No,,20.1,376,102
5.3003E+11,WA-17408-4120,5300300,WA-17408,PK,5,Lake View Elementary School,Auburn School District,King,16401 SE 318TH ST,AUBURN,WA,98092,9285,(253)931-4830,21,Suburb: Large,No,No,,14.8,136,34
5.3003E+11,WA-17408-4347,5300300,WA-17408,KG,5,Hazelwood Elementary School,Auburn School District,King,11815 SE 304TH ST,AUBURN,WA,98092,3115,(253)931-4740,13,City: Small,No,Yes,Yes,17.8,184,88
5.3003E+11,WA-17408-4385,5300300,WA-17408,6,8,Rainier Middle School,Auburn School District,King,30620 116TH AVE SE,AUBURN,WA,98092,3161,(253)931-4843,13,City: Small,No,No,,21.4,337,108
5.3003E+11,WA-17408-4474,5300300,WA-17408,9,12,Auburn Riverside High School,Auburn School District,King,501 ORAVETZ RD SE,AUBURN,WA,98092,8621,(253)804-5161,41,Rural: Fringe,No,Yes,Yes,21.9,476,140
5.3003E+11,WA-17408-1915,5300300,WA-17408,PK,12,Special Ed School,Auburn School District,King,502 4TH ST NE,AUBURN,WA,98002,5020,(253)931-4927,13,City: Small,No,No,,43.3,42,3
5.3003E+11,WA-17408-5037,5300300,WA-17408,9,12,Auburn Mountainview High School,Auburn School District,King,28900 124th AVE SE,Auburn,WA,98092,,(253)804-4539,13,City: Small,No,No,,21.4,500,126
5.3003E+11,WA-17408-5051,5300300,WA-17408,KG,5,Lakeland Hills Elementary,Auburn School District,Pierce,1020 Evergreen Way SE,AUBURN,WA,98092,,(253)876-7711,13,City: Small,No,Yes,Yes,18.8,118,35
5.3003E+11,WA-17408-5082,5300300,WA-17408,KG,5,Arthur Jacobsen Elementary,Auburn School District,King,29205 132nd Ave SE,Auburn,WA,98092,,(253)630-2441,12,City: Midsize,No,No,,20.3,241,66
5.30031E+11,WA-17937-5953,5300313,WA-17937,11,12,Lake Washington Technical Academy,Lake Washington Institute of Technology,King,11605 132nd Ave NE,Kirkland,WA,98034,8506,(425)739-8100,21,Suburb: Large,No,No,,,0,0
5.30031E+11,WA-17937-5306,5300313,WA-17937,11,12,Open Doors at LWIT,Lake Washington Institute of Technology,King,11605 132nd Ave NE,Kirkland,WA,98034,,(425)739-8274,21,Suburb: Large,No,,,,0,0
5.30032E+11,WA-34974-3799,5300318,WA-34974,6,13,Washington State School for the Blind,Office of the Governor (Sch for Blind),Clark,2214 E. 13th St.,Vancouver,WA,98661,4120,(360)696-6321,12,City: Midsize,No,No,,,21,3
5.30032E+11,WA-34979-5302,5300324,WA-34979,9,12,Washington Youth Academy,Washington Military Department,Kitsap,1207 Carver St,Bremerton,WA,98312,,(360)473-2612,41,Rural: Fringe,No,No,,,153,0
5.30033E+11,WA-18902-5319,5300328,WA-18902,KG,12,Chief Kitsap Academy,Suquamish Tribal Education Department,Kitsap,15838 Sandy Hook Rd,Poulsbo,WA,98370,,(360)394-8566,22,Suburb: Midsize,No,Yes,Yes,7.2,,
5.30033E+11,WA-18303-2395,5300330,WA-18303,9,12,Bainbridge High School,Bainbridge Island School District,Kitsap,9330 NE High School RD,Bainbridge Island,WA,98110,3695,(206)842-2634,22,Suburb: Midsize,No,No,,20.2,69,16
5.30033E+11,WA-18303-3043,5300330,WA-18303,PK,4,Capt. Charles Wilkes Elem School,Bainbridge Island School District,Kitsap,12781 Madison Ave NE,Bainbridge Island,WA,98110,1385,(206)842-4411,22,Suburb: Midsize,No,Yes,Yes,17.3,16,9
5.30033E+11,WA-18303-3552,5300330,WA-18303,KG,4,Capt Johnston Blakely Elem Sch,Bainbridge Island School District,Kitsap,4704 Blakely Ave NE,Bainbridge Island,WA,98110,2259,(206)842-4752,22,Suburb: Midsize,No,No,,18.2,22,3
5.30033E+11,WA-18303-4062,5300330,WA-18303,PK,4,Ordway Elementary,Bainbridge Island School District,Kitsap,8555 Madison Ave NE,Bainbridge Island,WA,98110,2915,(206)780-1470,22,Suburb: Midsize,No,No,,16.5,41,3
5.30033E+11,WA-18303-4505,5300330,WA-18303,7,8,Woodward Middle School,Bainbridge Island School District,Kitsap,9100 NE Sportsman Club Rd,Bainbridge Island,WA,98110,3640,(206)842-4787,41,Rural: Fringe,No,No,,19.1,26,15
5.30033E+11,WA-18303-1699,5300330,WA-18303,1,8,Odyssey Multiage Program,Bainbridge Island School District,Kitsap,9530 NE High School Rd,Bainbridge Island,WA,98110,,(206)780-1646,22,Suburb: Midsize,No,No,,17.3,5,0
5.30033E+11,WA-18303-4542,5300330,WA-18303,5,6,Sakai Intermediate,Bainbridge Island School District,Kitsap,9343 NE Sportsman Club Rd,Bainbridge Island,WA,98110,3642,(206)780-6500,41,Rural: Fringe,No,No,,19,47,16
5.30033E+11,WA-18303-1841,5300330,WA-18303,KG,8,Mosaic Home Education Partnership,Bainbridge Island School District,Kitsap,9530 NE High School Rd,Bainbridge Island,WA,98110,,(206)780-1646,22,Suburb: Midsize,No,Yes,Yes,43.3,6,3
5.30033E+11,WA-18303-1935,5300330,WA-18303,9,12,Eagle Harbor High School,Bainbridge Island School District,Kitsap,9530 NE High School Rd,Bainbridge Island,WA,98110,,(206)780-1387,22,Suburb: Midsize,No,No,,22.3,7,3
5.30033E+11,WA-18303-1939,5300330,WA-18303,PK,12,Bainbridge Special Education Services,Bainbridge Island School District,Kitsap,8489 Madison Ave NE,Bainbridge Island,WA,98110,2999,(206)780-1068,22,Suburb: Midsize,No,No,,,0,0
5.30033E+11,WA-17906-5377,5300332,WA-17906,7,9,Excel Public Charter School,Green Dot Public Schools Excel,King,19300 108th Ave SE,Kent,WA,98031,,(253)487-7530,12,City: Midsize,Yes,Yes,Yes,,0,0
5.30033E+11,WA-27905-5376,5300333,WA-27905,9,11,Summit Public School: Olympus,Summit Public School: Olympus,Pierce,210 S. Hudson St,Seattle,WA,98134,,(253)444-9781,12,City: Midsize,Yes,No,,17.2,52,15
